reviewerID,asin,reviewerName,helpful/0,helpful/1,reviewText,overall,summary,unixReviewTime,reviewTime
AY701348ZZUTV,061596463X,Mockingjay,0,1,"I think the book could have been great if the author could have decided what kind of book she wanted to write.  She has awesome descriptions, too vivid personal parts, great informational parts, poorly organized presentation.  I understood what she was aiming for, but the journey was not fun.  Will not read her again!",2,Disappointing.  Good thoughts but poorly put together.,1402099200,"06 7, 2014"
A18XA3F2L31MSC,1595548238,"m. ""iluv4dogs""",0,0,"I didn't think each book could be better than the one before but it is. For some reason, this book made me more emotional than the others. Maybe the message of hope, faith & love resonates more for me right now. Thank you :) this is an amazing book. Don't miss it!",5,breathtaking,1398556800,"04 27, 2014"
A1BEE40YK4VV1X,B00I2VUH8Y,iforgot2tellya,0,0,I liked this. I just have always had an issue with the (view spoiler) thing. I actually went between two and three stars because of this. I also think that the author went a little to far on focusing on the (view spoiler). Okay we get it she is chubby. Describing certain things could have been left unsaid. It is a quick HOT read so if you wanna read it. I am not sure you will feel the same as I did when I was done.,2,Cute and Okay,1394755200,"03 14, 2014"
A3K9U1XHSPED5X,0764209167,K. Ingerto,0,0,"I have loved Mary Connealy's Trouble in Texas series and I was so looking forward to &#34;Stuck Together,&#34; book 3, but I am now sad to have this series end!  I loved getting back to Broken Wheel and spending time with Dare, Glynna, Vince, Jonas and all the others whom have made this town their home. Vince's family arrives unexpectedly in town and he is in for more than one surprise.  Tina is trying to reform this town and finds that she may be going about it in the wrong way.  As these two are struggling and trying to find their place, they are also struggling with feelings that are arising between them.I loved this story as it shared the love that grows between Vince and Tina, but also continues the story for Jonas and the others.  Mary has done a great job with this series as the storylines and characters have been so fun and I felt like the characters all came alive and I loved their adventures and the bond that is so strong between everyone.  I am looking forward to the next series that Mary is writing!*Thanks to Bethany House Publishers for the complimentary copy of this book in exchange for a honest review.*",5,Excellent characters and storyline!,1404432000,"07 4, 2014"
A33EZ94CQ9P34Z,0440216443,gina l schneider,1,1,"Couldn't put this one down!  Fast moving pace, intriguing characters and suspenseful plot kept me up late turning pages!  If you like romantic suspense, give this one a try! Enjoy the ride!",5,Most excellent ride of hot romance and suspense!,1392249600,"02 13, 2014"
AFLC7X1GC0FRB,0425266060,Txgrl,2,2,"I enjoyed the first two books in this series.  Nothing earth shattering, but an enjoyable, casual read..  I also bought the audible versions so I could listen on the go.  Got to the 3rd book and ... it isn't complete - I mean, it just ... stops.  So basically, you get 2 stories that are pretty decent then a longish series of chapters with an author's note at the end that there is more to come (after you shell out more $$ of course.)  If you want resolutions to a number of plot lines, you have buy book 4.  There doesn't seem to be an expected date for that installment.I expect, at this price ($23 + audio), to find a beginning, middle and end to EACH book, not a bait and switch for the next installment.  This made me so mad that I returned the book to Amazon - which I have never done before. I say steer clear - very poorly done.",1,3rd Book is incomplete,1401840000,"06 4, 2014"
A26QGPTFACCL6Y,0547237804,barbara badanish,0,0,"I could not stop reading this book!  Even though, at times of her&#34; falling off the wagon&#34;, I was so tempted. I had to keep reading because this woman had to get well:  SHE WROTE THIS BOOK!What  torture mental illness MUST be!  This woman was intelligent and articulate enough to allow us to view her inner struggles.",5,Tragedy!,1401753600,"06 3, 2014"
A1NQZWADV62G4V,0316206849,Wanda Horwege,0,0,"Good story line and character development but language not as compelling, a bit forced at times. Not as gripping as Harry Potter!",4,Worth a read but not outstanding,1397692800,"04 17, 2014"
A1E8FN80KF7QGF,0804139024,Sarah A Porter,0,0,"Great unique plot and 90% realistic ... you do begin to wonder what else can go wrong or alternately, how he stays sane during the ordeal. I very much enjoyed this story. If you like sci-fi, survival, and well developed characters you'll enjoy this story. I'd read another by Andy Weir.l",5,Alternate title - How to survive on Mars with duct tape and  a pocket knife!  A good read.,1404864000,"07 9, 2014"
A2SRQWNCZSSMG,1616146486,John F. Anderson Jr.,0,0,"This is an excellent book that does not take sides, but follows the results of numerous cases that appear on the supreme court. The authors summarize their own conclusions from the cases they present. Their main question is whether the legal process for capital murder cases is effective when death has been reached as a verdict.",4,a well written review of capital punishment through cases that appear on the supreme court,1404000000,"06 29, 2014"
A2DSNXBJ9B2HAD,1442365528,Professor Bob,0,0,"Red Sparrow is a grim, realistic, violent and suspenseful account of contemporary Russian and American espionage services.  Not for the squeamish!",4,"Grim, realistic and suspenseful!",1402876800,"06 16, 2014"
A11QQ830LOZPSJ,1492225975,Reading Deeva,0,0,"Loved this book! This book speaks life on so many levels! Nivea and Von are a hot mess!!! Glad I got this on a and can't wait for them next part to this series...the things that go on in this circle is unbelievable!!! Excellent read, I suggest thus book to anyone who wants to be pleased! Bravo 10x",5,Love...,1394755200,"03 14, 2014"
ABKZO5HIXF1GR,1447259297,Deanna Haddrill,1,1,"David Baldacci has one again written a taut action packed thriller that keeps you engrossed to the very last word.  He writes great characters that you care about, and even brings a massive amount of heart to the ones you think are the enemy.  I loved seeing the building elation ship between Robie and Reel and look forward to it continuing in future books.  Who would have thought a book about assassins could have so much heart.  I couldn't put this one down!",5,Couldn't put it down,1398988800,"05 2, 2014"
A2L84JQE0MYZRL,1492910589,Danielle Renee Glover,0,0,"Love, love, love Carly Phillips!! She is a wonderful writer and always such good, good books. This one is no exception, such a good little love story makes me wish my high school sweetheart would come back into my life lol",5,"Good, Good,Good!!",1394323200,"03 9, 2014"
AU7DON4BH3JA5,0800794052,stuart,0,0,Interesting story of &#34;ordinary&#34; people in extraordinary circumstances. What would we do in similar situations if forced to back up what we believed?,5,thought provoking,1402704000,"06 14, 2014"
A2SI5RQ8IMOB5E,1558614761,samantha,1,1,"I love the potrayal of Bette Davis in the movie and book is no different. Its amaxing how a simple show, song, movie, or book can describe how suddenly you realize how much alike you are so much alike the main character,",5,Hello.,1394150400,"03 7, 2014"
A377ALAEK4QJFA,0981484336,Barrington,0,0,"This is perhaps the best book I've read that describes successful strategies for a man to date women. It is written by a man for men.Unlike many books which suggest aggressive approaches, misdirection, and head games, this book considers the underlying psychological differences between men and women and suggests reasonable and sensible methods for bridging the gap. It focuses on meeting a woman's needs without compromising a man's dignity.The book touches on personality types, what is acceptable and not acceptable in dating situations. I found the discussion on how to use Neuro Linguistic Programming (NLP) and Transactional Analysis (TA) when interacting on dates extremely valuable. NLP and TA are used to build a sense of compatibility that improves your date's experience - they are classic sales techniques.I've now read the book a couple of times, and I will probably read it again. From discussions on when to walk away, and how to overcome barriers this book has shaped my thinking in a fundamental way and helped me be a better and more thoughtful dater.The author has my thanks for writing this book. Five stars. Highly recommended.",5,Really good book for a man,1394928000,"03 16, 2014"
A3UJJBAD0CGNAC,1595549048,Cheryl Costella,0,0,I like Lis Wiehl's books very much.  Just wish there was a little more after the climax of the story.,4,I like Lis Wiehl's books very much,1404518400,"07 5, 2014"
A170XMGSNA96XW,031621129X,"4doggies ""4 doggies""",0,0,I have read this entire series and can't wait until another book comes out!  All of the characters in the book have become well known by me and I truly enjoy them.  James Patterson is a genius and has such a talent!!  I enjoy all of his books and look forward tor reading each and every one.  Bring 'em on!!,5,All of the characters in the book have become well known by me and I truly enjoy them. James Patterson is a genius and has ...,1404518400,"07 5, 2014"
ADEXNCG6OZEQ3,1442366648,Chuck,0,0,"Theresa's explanation of life on the other side is the best I have ever read. In addition to being entertaining, she is clear and concise and leaves you with no doubt about what awaits us. I did not expect this as I started reading, I was pleasantly surprised and impressed. One of the best books I've read this year.",5,Best discussion yet,1400803200,"05 23, 2014"
A180PD56BPC38,1494734222,MerleC,0,0,"This is one of my favorites in this series.  The story of the shy young woman marked by hatred and the good guy who falls in love with her is a good read.  Sean and Zahra will work on your heart and you'll root for them.  Warning: To see the full completion of their story, you'll need to continue with the series.  The suspense involved with chasing their long-time nemesis also ratchets up here - it's hard to tell who is in more danger on the team.  This series is worth the read, this book especially.",4,Great feeling and  emotion,1403481600,"06 23, 2014"
ARXUQ4GC76I9E,031621129X,Bob,1,1,"5 stars, hell10 would be justified.  The intensity put into the very beginning, the ""belly bomb"" has high tech, science fiction over it.  Slam bang, drop the anchor cause. CINDY has pulled the plug and a human side of the murder/mystery goes in a different direction...and I want suspense.  Bring on Mackie, slick chick who kills for pleasure.  The author spins so many stories into one main line that has you right on the edge of your chair.The Woman's murder club is now an established chapter after chapter of my readings. Mr. Patterson & associates know the secret to keeping you awake !",5,Magnesium Murder,1400976000,"05 25, 2014"
A1NZY6UMCTTHOB,0345538552,Lizzydoxie,0,0,"A nice story about relationships, sisters and life in general.",5,A look at life and relationships,1404259200,"07 2, 2014"
A1JMXGA0C0LR2C,0800734297,Ronnilu,0,0,"As a Christian, I enjoy a well-written, exciting story with faith-based undertones that also puts me in touch with the characters.  Unfortunately, this book didn't accomplish that and truthfully, it was rather boring.  If you want to read a great series, I highly recommend the Chronicles of the Kings books (1-5), by Lynn Austin. My husband and I both enjoyed them tremendously. They are available on Kindle for a very reasonable price.",3,So-So,1391385600,"02 3, 2014"
A1O5QUPWS6CIF,0307273601,Atulya Bhimarasetty,0,0,"&#34;Daily Rituals&#34; is an important book in my collection. It has on many ocassions helped me get out of a slump and helped me work towards my goals. Because if there is one thing that you really learn from this book, it is that most artists or genuies were extremely hardworking and had seldom rested on their laurels.",5,Crafting your Daily Ritual,1392768000,"02 19, 2014"
A3CGHVSBZEPWTC,0989946134,Kindle Customer,3,3,"Should  you enjoy being engaged in the story right off the bat - this one will do it.  Alison Davenport is my hero - she is one tough smart and cunning lady - a true fox!  Gunhus will keep you turning pages as fast as you can, and get your heart rate up! .  Killer Within is NOT your ho-hum thriller read.  There are many surprises, twists and turns that are believable, with a few curve balls thrown in the mix.  I am looking for another book that is as fast and sassy as Killer Within.Give it a shot, you won't be disappointed!",4,First Read for me (Jeff Gunhus),1401148800,"05 27, 2014"
A3NDYKYPAYXBS2,1499584288,Deb,0,0,"I really liked this story. It's about family, love, hope. It's about what addiction can do to everyone in a family. The hope here is that everyone forgets their own needs and remembers the child and comes together for her. This story was just what I needed.",5,Lovely story,1400716800,"05 22, 2014"
A1FBG52QNYSIBN,0440226627,"L. J. Gagnon ""Griffon""",0,0,"How can one not a guy named Tubby Dubonnet?  Appropriately irreverent, funny and smart.  Marry me, Tubby...and Tony Dunbar, OK?",4,Tubby Dubonnet - I love you!,1403481600,"06 23, 2014"
A1Q4OL2SF056RI,1557509883,CT reader,0,0,"Perfect balance of engineering, geography, history, military strategy and human interest in the life of a MIGHTY battleship.  Loved it.",5,Exactly the type of book I like to read about the life of a battleship,1390003200,"01 18, 2014"
A3NQEKZ2TTCTP8,1250007151,Michael G. Kurilla,0,0,"The Last Refuge is the 3rd installment in the Ben Coes Dewey Andreas series. The time out, Dewey's most recent friend, Kohl Meir from the previous story has been kidnapped by the Iranians who also happen to be plotting a nuclear armageddon for Israel. Given the delicate geopolitical situation with the US focused on an arms treaty with Iran, Dewey needs to both save Meir and secure the nuke without official sanction. With the assistance of off the books CIA private contractors Dewey organizes a plan for both.The pacing is excellent with nearly nonstop action. Both tradecraft and action scenes are well done and interlaced for page turning effect. With so many entries in this genre always revolving around inside plots with the supposed good guys plotting more mayhem than your typical terrorist, it's refreshing to see action with a classic John Wayne type character going up against true enemies.",5,Dewey being Dewey,1390089600,"01 19, 2014"
A3RNNHT8T1I5ZR,0062247751,"G. M. Arnold ""Geoff, that is""",2,3,"In the (exact) words of my 6-year old granddaughter:Good story for 4 and 5 year olds. It's kind of like a lesson.  That's why it's good for 4 & 5 year olds cause these are things they have to learn; what you can do and what you can't. It's a really good book, everything.  I like the author.  Maybe his handwriting was a bit wobbly because he got bit by an otter, but I liked his handwriting.",5,"""It's kind of like a lesson""",1398816000,"04 30, 2014"
A3JUF3WC3OATZC,B005IYY0CM,Brittany,0,0,I like the sequel but feel that the first book was the bestread so far. I like that they have came with a new character to add to the novel but feel like this novel should have been longer and I felt the first was more graphic and detailed oriented.,4,It wasn't as good as the first one,1390348800,"01 22, 2014"
A2YFPQNVGXSK4P,0425259854,A. Boyd,1,1,This book is wonderfully entertaining.  I couldn't wait to finish it and now I can't wait to read the next book in the series!  I definitely give this an A+!,5,Entertaining!,1395100800,"03 18, 2014"
A2LP85JQNNLLR7,B00GTUAOX8,michal,0,0,"We all find ourselves from time to time lost  in a messy room.The author guides us patiently step-by-step, room-by-room, until you see again the floor, the table, the coach and the light at the end of the tunnel&#8230;.Highly recommended",5,An excellent book,1390694400,"01 26, 2014"
A1BN6ALH0XCV0H,1497470161,HelenaSmith,0,0,Very emotional. Davis is a good writer in that regard. First book I read from this writer.  I got a bit frustrated by the tug of war between the two main characters and their inability to commit in anything but themselves. Other than that it as an alright read. Would have been a better movie.,3,Overly emotional,1402704000,"06 14, 2014"
A2WZH547SYMIZ2,0316154741,Esequiel Contreras Jr,0,0,I absolutely loved the movie and the Audio edition of The Lincoln Lawyer. Looking forward to reading the Kindle edition.,5,Loved the movie and audio edition.,1388880000,"01 5, 2014"
A2B4P1E71TDVN7,1482314150,Amazon Customer,1,1,"First Sentence:Nicholas Grayson wasn't a nice person.Storyline:I must confess that when I read the blurb I was intrigued and knew I would like it BUT I felt like I already knew how the story would evolve and end. This, since I have read a lot of books with similar story lines. However I was very wrong. Even though the big picture was alike other books it was so unlike anything I have read. I absolutely loved it and was constantly surprised. Never a dull moment and I was instantly caught in the story and did not want to go to work lol!Some parts of the story was making me so sad and where heartbreaking. It almost made me cry! Other parts had me laugh out loud.Charachters:Ellie Holbrook is the heroine in the book and I loved her. She has a very rough past littered with abuse, drugs and so on. When she finds herself pregnant she is forced to grow up and she excels at it. She is so mature for her age and is awesome with her daughter Sophie. She is confident and knows what she want. She does not joke around and when she knows what she wants she goes after it.Nicholas Grayson is the ultimate douchebag! I absolutely hated him in the beginning. His attitude sucked and I could not stand him. He did what he wanted just because he could. No caring at all if his actions harmed others. Bleh! Selfish bastard! That was until he met Ellie. She started out as a bet and eventually became so much more. Nicholas started to realize that the front he had put up was not going to work with Ellie and she made him want to be better.Romance:There was a lot of romance and it was hot and sizzling! A bigger rollercoster I would have to look for. Ellie and Nicholas love story has so many ups and downs that you almost get dizzy. But it totally works and thats what makes their love so awesome. The can be so perfect together and other times they are a total disaster waiting to happen. As the book so adequately is called their love really is a beautiful disaster :)Action:Not much action as in real fighting but there was a lot of other types of action in the story. It felt like it was Ellie and Nicky against everyone else all the time. A lot of other characters had their own agenda as to why they should not be together and had no limits of how far they would go to get it.Cover:Simple and lovely! Don't you think?",4,Perfect!,1402790400,"06 15, 2014"
A34ULTNWH6T8Q2,0764208241,Melissa Finnegan,0,0,"Wow. This book is amazing.We are immediately drawn into the life of Bonnie Rose (O&#8217;Brian) and the mystery surrounding her and her little sister. Lisa does a great job of feeding the reader bits and pieces of what happened to Bonnie Rose but never giving you the whole bite all at once. This is perfect and kept me fully engaged.In this book we are bouncing back and forth between Bonnie Rose&#8217;s story in the past to Allie Kirkland&#8217;s story in the present.Again, with Allie you are receiving bits and pieces of this back story, just enough to keep you wanting more. Allie is working on a set that will be reenacting Bonnie Rose&#8217;s story. Even Allie doesn&#8217;t know the story so nothing is given away.I found the set up that Lisa (the author) did with this book very good. Each story builds into the other. It&#8217;s like getting pieces of the puzzle. You know when you are putting together a puzzle and you are search for that one piece and you find it? You have that &#8220;Ah-ha&#8221; moment. Every chapter is like an ah-ha moment.There&#8217;s also some romance too. Bonnie Rose meets a kind captain on the boat that takes her to Wildwood Creek. She leaves him and I am hoping he will come to her rescue at some point in the book.With Allie there is the mysterious cowboy that I want her to get to know better.Yes, this books has all the ingredients of a excellent read.A copy of this book was given to me by the publisher in exchange for an honest review.",5,All the ingerdients for an excellent read,1393804800,"03 3, 2014"
A3MS9STGP5S4IO,1480121029,"John H. Kuhl, CPCM ""John H. Kuhl""",0,0,"Epic #1 The Frontiers Saga, is a very interesting and captivating initial segment of Auror:CV-01.  A great detailed SCI-fi novel with extremely interesting Story line. I got totally engrossed very early in the plot finding it hard to put down.",5,Very detailed and captivating novel Aurora:CV-01.,1402531200,"06 12, 2014"
APC3GP2A6KTDI,0140254587,mando_lines,0,0,"Dennis Covington's book is journalistic memoir at its finest.  Covington is honest about himself and his subject matter, but never judgmental about others.  The Holiness people Covington encounters are backward and strange, yet Covington likes many of them anyway.  Quite a book.",4,Snakes and spirituality in Appalachia,1402704000,"06 14, 2014"
A37OELUUUGMOZF,0553381148,Amazon Customer,0,0,"Book started off great.  Then turned into more of an reference guide to get the information I thought I would begetting from this book.  Would like to see a follow up book with more information coming from this author.Obviously, very knowledgable but left me wanting more information from her not someone else.",3,Good Information but wanted more information.,1396483200,"04 3, 2014"
A7Y9MP7H8LYUE,1616952636,"K. E. Steelman ""mommarock""",0,0,"When I first read the description, I was intrigued. From page one, I was pulled into a fast paced, suspenseful ride that elegantly balanced Russian culture, historic tension and turmoil, and the hardships of being young and growing up.Excellent read.",4,"Fascinating, Fast Paced, Fun",1403654400,"06 25, 2014"
ALJ7EX7ZRX845,B00I52PPT6,Queenie Johnson,0,0,"This is a light hearted story about, a nice unsophisticated no none sense woman who agrees to help her boss, convince his long lost sister that he is engaged and quite happy. This is for one week end but she falls for instead. He also becomes very smitten. And the race is on. Avery read that ends before you realize it . A good read but short but worth your time.",3,The Tycoons Make-Believe Fiance'e,1394064000,"03 6, 2014"
AOP75GMVKQB7R,0988178532,Jenniifer Battaglia,1,1,Very well written!! Kept me interested the whole time...I highly recommend this book to anyone who reads . That's all..,5,loved it,1399766400,"05 11, 2014"
A2APK1MPXGUQPR,0316176486,"Brenda Toan ""college mom""",0,0,It took me awhile to understand the structure of the book. Going back to the beginning was a bit frustrating but then I began to enjoy how Ursula life would end up this time. The sibling dynamics seemed very realistic through out the book though Sylvie didn't follow as well. I liked the details of the blitz scenes. It is a bit like The Time Travelers  Wife only better.,5,complex interesting and thought provoking,1399680000,"05 10, 2014"
A3CTHLV2I54WCQ,1592407129,Anne,1,1,Those who work in this industry are brave and to be admired. And even more so that they treat the dead with such tremendous respect. Sheri Booker writes so beautifully and even manages humour. A great story,5,A Bankful of Tears,1390867200,"01 28, 2014"
A2EHU0710X7YD7,0062059998,bp32,1,1,"Hadn't been this excited for a book release since Harry Potter so when it came out, I felt like I had gotten the best gift ever. My first read was like awesome. My second read made me feel like there was something missing.******************SPOILERS************************************America!!! How do you fight for something when you are clearly holding on to something else?? Is that really putting your all into something else? i don't think so.My biggest pet peeve was the truth telling aspect. When Maxon found out about Aspen, how he found out didn't portray her in the best light. for me, why did you wait that long? There was a time when they were sharing their stories and it was a perfect opportunity for her to be honest about Aspen but she didn't. I never felt she truly liked one more than the another. I felt she was willing to take whoever was available and feel like *poor me* when the other didn't choose her. You are so much better than that America. If you simply took some time to think about it, you would know your answer in a heart beat.Finally, there were so many glossed over stories that made me so sad. Tell us more about the Northern rebels! How were they funded? How did her dad contribute? Or the caste system solution at least and a lot more other things.",3,I like how it ended but not how she got there,1399593600,"05 9, 2014"
A203VRJSAMZFZN,B00JNU0WGA,Tippetarius (Tip),0,0,"I have read every book in the series, and this is the best one yet! The main characters, Becky and Joe, are maturing in a realistic way, as is their relationship as brother and sister. They are developing skills and using them in a thoughtful way, rather than just stumbling into the right solution. There is a major revelation about mid way that was totally unexpected, that lends new energy to the plot. I didn't want to put it down, because I felt like the major characters were old friends and I wanted to know what would happen to them.",5,Getting Better Every Time,1400371200,"05 18, 2014"
A361T2S89ZXR09,0307743659,mygirls123,0,0,"Read this for about the fifth time, still an excellent read. First time readers, you won't be disappointed. Buy now!",5,Always a classic,1392768000,"02 19, 2014"
A3E4H5A1X8NJRR,B00FI92IFI,L.L.Goss,0,0,"Clara life was in a rut and all the dreams of making a difference were  lost in a going nowhere job and a boring couch potato life. Then she was offered a chance everyone at sometime wishes for, a way to go back to a certain time and start over. Funny, refreshing book about life choices, depression and taking a chance. Started out a little slow but the momentum and fun picked up and it truly was an interesting and intriguing story with some great characters. The author has a way of pulling you into the story and although the premise is fantasy the characters and outcome are definitely real and entertainingly heartwarming.",5,A reset button on life.,1403827200,"06 27, 2014"
A2ALBZAFLT4LN0,B00I8BKSRS,Bumbhola,0,1,"Something that we always forget, are SEO pointers and things to do. This book not only accumulates the basic tips, but adds some unique ones too (at least I thought so) which could boost hits for your book. Short and precise, and well made, that you could memorize the pointers like poetry and use it continually for all your releases. A must for new self publishers on Amazon.",3,Keep this in your pocket,1392768000,"02 19, 2014"
A1WZU6M69O5R8V,0060774592,"Zhi ""zhi""",0,0,"Oh this is an awful bookA delightful awful bookJust the sort of awful bookYour whole family will adoreMy daughters requested it so often from the library, I finally just bought a copy.",5,This is a terrible book.  We love it.,1393977600,"03 5, 2014"
A3HWD4ZX3HP597,1482203839,"Dr. Yuval Lirov ""Medical Billing Networks and...",0,2,"The review of innovation techniques and examples of their application to healthcare problems is absolutely amazing!  The Lean, on the other hand, is sketchy and not convincing.  Still, an informative and a well-written book.",4,an informative and a well-written book,1399507200,"05 8, 2014"
A3GBNOO6OAY0B1,1628548614,Gina M.,1,1,Definitely a man&#8217;s book.  A narrative of one man&#8217;s journey into the dating world.  Parts were funny but I was shaking my head and rolling my eyes wishing that we could have read the woman&#8217;s POV about the same events. It&#8217;s a quick read and a battle of the sexes.,3,A quick Read,1394064000,"03 6, 2014"
A3PXB4N78QESUM,B00GIV5OLK,"AnnH ""Random Reader""",0,0,"Beautifully written, this story brings hope to everyone struggling with a less than perfect life during the difficult holiday season.",5,To Be Read Every Holiday,1389052800,"01 7, 2014"
AW9KM1WLLZFJN,0545028167,Sammi,0,0,"My daughter loves these books, she started reading them in 1st grade and has pretty much everyone in the collection. She loves to read them over and over again. Definitely a good set if your daughter loves to read.",5,Great Series,1392681600,"02 18, 2014"
A32R8A64E30ZBO,B004AM5EMS,"Connie Nelsen ""Miss Connie""",0,0,"I was pleasantly surprised with this book. Very well written. Fast paced..with more than kne story line yet not too many characters  that I couldn't  keep  up  with the plot. I will definitely be reading more of this author. I won't give away  the ending...but was surprised..and that was fun. Thank you, Simon Gould.",5,Awesome,1395619200,"03 24, 2014"
A2N9HICW4ZRTTU,0060544341,katburns,0,0,"have read - so far - everything he has written excepting the one just publishedd.  His books should have warning labels on them.  Once you pick it up, you will not put it down until finished.  It will have breakfast, lunch and dinner stains on it. Once you have finished it you will put it in a safe place, hoping to re-read it as soon as feasible.  I usually give my books away, but I cannot bare to give these away.",5,I love this man's writing and,1396915200,"04 8, 2014"
A21OCFTBHA2760,1609451430,Mike King,0,0,"I think I read about these books in the New York Time book review - wherever it was, I am grateful!  Such originality, such complexity, yet such accessibility. Love them.",5,What a Find!,1401148800,"05 27, 2014"
A2GV9IP6FNTH4Y,0373742886,"Debra Quiles ""debra wuiles""",0,0,"Vincenzo and Abbys story about friendship, and love.  I only wished for more to read.  A great story.  Love story.",5,Expecting the prince's baby,1405209600,"07 13, 2014"
A25AROF3SD7AED,B00D1A8R88,"Amazon Customer ""KDPMI""",0,1,"After reading the first one free, I liked it enough to want the boxed set. I got another copy of the one I already had but only 2 others - although there were 5 out at the time.  If I had known there were only 3 in the set, I would have bought them individually.  I did like the books and have read 4 and 5 and am waiting to get #6.",3,Not what I expected,1399680000,"05 10, 2014"
A2A36MV8EZMI48,0312622945,tlynfoot,0,0,"It started kinda slow, but once it got going, you didn't want to put it down.  Try it, maybe you'll like it!!",4,good book,1396051200,"03 29, 2014"
A23PGGJ279QD86,1499152922,Francine,0,0,"I don't want to give too much away but awesome book!! A quarter of the way through all l kept thinking was ""l really hope there's more books to this series"".. picked it up and literally 2 days later l was done.. l couldn't put it down!! What can l say, another amazing book by Nicky Charles!! (I kind of wished l did put it down though because now I'm going to have to wait until the next one, but it was soooooooooooo good l couldn't resist). If your new to Nicky Charles Lycan series l would start with book one. Although they can be read as stand alones characters from previous books pop in here and there and if you haven't read the previous books you'll be wondering.. There's a couple different reading orders for her books. I would go to her website and check out the series to see which one you want to start with!! I can't wait until her next book.. I'll be Impatiently waiting l might add!! :)",5,YaY for Damien!!,1404345600,"07 3, 2014"
A2THK7G4T4L7TS,0393348806,Soupie,0,0,"It is a gripping read. World's better than the movie Monuments Men, this book offers an in-depth perspective of the people who were there. I really had no idea that we had these people on the ground and that time and effort was made to spare this art from the destruction of war. Though I have never had an opportunity to visit Italy, I sleep a bit better knowing that the art was spared destruction so that it could continue to enhance the lives of people for centuries more. Really enjoyable read.",5,Thoroughly engrossing book!,1398729600,"04 29, 2014"
A2UFP28L7V61KX,0989715477,kos,1,1,It was fun fast paced read. Not many detours in the story at all. Got towards the end just had to read to finish it. A good summer read.,4,Insane not to read,1404432000,"07 4, 2014"
AV0WASU4N2PGD,1455519510,Ronda Tutt,2,2,"Brilliantly Written!  Epic!Awesomeness is not a good enough word to describe this brilliantly written story &#8211; No I think Epic would sum it up nicely.  This captivating story is filled with a humorous seductive romance that kept me glued to the pages and wanting to live in their world forever.  The author&#8217;s descriptive details of the Highlander&#8217;s country side and their clan&#8217;s leaves the reader with a breathtaking vision that will forever be melded into your heart.  The character&#8217;s chemistry and humorous banter will forever have you longing for more of their story.Edmund MacGregor is a man of his word and beliefs.  God-like example of David & Goliath, the metaphor is clearly a Highlander conquering and ending the Giants of Aristocratic Nobility&#8217;s political gains.  His presence bleeds sexuality with his stance and handsome features, but his voice and actions will melt your heart first with a wanting desire.Dedicated to his cause for love of country and keeping the English from signing a treaty that will unite Scotland under their rule, he can only come up with one solution and puts the plan in motion to keep the treaty from happening and that is to capture the niece of the Duke of Queensberry.  However, what he doesn&#8217;t anticipate is falling head over heels in love with his charming captive Miss Amelia Bell.  No his adventure turns into not only a win for Scotland but a fight for an unconditional sacrifice for love than to ever live without her.Amelia has got to be my favorite character of all time.  I absolutely loved her.  I never laughed so hard &#8211; I literally had tears coming out of my eyes with her accident prone actions.  She reminded me of &#8220;KANE - the demon of Disaster&#8221; from the series Lords of the Underworld where every time she touched something or went somewhere disaster followed her in a humorous way.Amelia truly captured my heart with her tender innocent demeanor.  She is one of those females that is not only beautiful on the outside but on the inside as well.  Her loyalty and dedication to her family is unconditional but her love for true passion puts a few adventurous curves in her road to happiness especially when she meets her dreamy godlike &#8220;David of Goliath&#8221; Edmund.Tormented between having a life with a man of her dreams and with honoring her father&#8217;s wishes of an arranged marriage to Seafield - the Lord Chancellor of Scotland, a man she doesn&#8217;t love.  Amelia&#8217;s heart breaks knowing the sacrifice she must make in order to not ruin her father&#8217;s status among the English aristocrats.The story is full of adventure and lots of Highlander action making it a fast read.  The sweet and tender erotic romance had the perfect amount of teasing and playful love making scenes (3 Flames).  The happy ever after had me smiling and hugging the book with giddiness.I have to say that this is my first book by Paula Quinn and I am awed in amazement of how addictive her writing is.  The plot was perfect, the characters were brilliantly created, and the world building is one I could live in forever.  Paula Quinn you have gained a new fan and I look forward to reading more of your awesome work.  I highly recommend this read to all Historical Romance lovers.Excellent Read!",5,Brilliantly Written! Epic!,1396137600,"03 30, 2014"
A1ESNLEPZ750Y6,0451228731,Amazon Customer,0,0,this is without a doubt one of the BEST sci-fi novels I have ever read . As I read and learned I became aware of how real and possible all of the scenarios were . that is the really scary part..........on finishing the book I discovered there was a sequel which I purchased seconds later . &#34; Freedom &#34; was just as action packed and I enjoyed every minute of both books . I will be buying ALL of Daniel Suarez books :),5,"scary awesome books, must buy author",1399680000,"05 10, 2014"
A2HFMWU3UAP16D,1493661442,"Sabrina Frey ""world study""",1,1,the book was well written but the story line is lacking any depth.  It was fast and totally predictable and even the sex was very fast and unemotional.,2,too predictable,1400976000,"05 25, 2014"
A2ITQ8BMWXD9FN,1492333204,Zac,1,1,"This is by far my favorite author and i am torn between all of her series, i really could not tell you wich i liked best.",5,Leading cause of insomnia among literate peoples.,1395187200,"03 19, 2014"
